title,author,views,likes,link,month,year
A day in the life of a teenage samurai,Constantine N. Vaporis,1100000,34000,https://ted.com/talks/constantine_n_vaporis_a_day_in_the_life_of_a_teenage_samurai,June,2020
How digital innovation can fight pandemics and strengthen democracy,Audrey Tang,423000,12000,https://ted.com/talks/audrey_tang_how_digital_innovation_can_fight_pandemics_and_strengthen_democracy,June,2020
The aesthetics of survival,Hari Nef,103000,3100,https://ted.com/talks/hari_nef_the_aesthetics_of_survival,April,2016
The necessity of normalizing queer love,Panti Bliss,533000,16000,https://ted.com/talks/panti_bliss_the_necessity_of_normalizing_queer_love,September,2014
The myths of gay adoption,Lynne Elvins,573000,17000,https://ted.com/talks/lynne_elvins_the_myths_of_gay_adoption,November,2015
"Why am I ""so gay?""",Thomas Lloyd,3400000,103000,https://ted.com/talks/thomas_lloyd_why_am_i_so_gay,November,2014
A path to higher education and employment for refugees,Chrystina Russell,515000,15000,https://ted.com/talks/chrystina_russell_a_path_to_higher_education_and_employment_for_refugees,June,2020
How racial bias works — and how to disrupt it,Jennifer L. Eberhardt,3100000,95000,https://ted.com/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it,June,2020
What yoga does to your body and brain,Krishna Sudhir,2200000,68000,https://ted.com/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain,June,2020
The new science of personalized vaccines,Ofer Levy,410000,12000,https://ted.com/talks/ofer_levy_the_new_science_of_personalized_vaccines,November,2019
A dose of reality about generic drugs,Katherine Eban,411000,12000,https://ted.com/talks/katherine_eban_a_dose_of_reality_about_generic_drugs,March,2020
Can steroids save your life?,Anees Bahji,313000,9400,https://ted.com/talks/anees_bahji_can_steroids_save_your_life,June,2020
The alliances needed to rebuild the developing world,Achim Steiner,197000,5900,https://ted.com/talks/achim_steiner_the_alliances_needed_to_rebuild_the_developing_world,June,2020
My secret to staying focused under pressure,Russell Wilson,2700000,83000,https://ted.com/talks/russell_wilson_my_secret_to_staying_focused_under_pressure,May,2020
How businesses can plan for the road to recovery,Rich Lesser,10000,316,https://ted.com/talks/rich_lesser_how_businesses_can_plan_for_the_road_to_recovery,May,2020
How fast can a vaccine be made?,Dan Kwartler,1100000,34000,https://ted.com/talks/dan_kwartler_how_fast_can_a_vaccine_be_made,June,2020
3 secrets of resilient people,Lucy Hone,5000000,151000,https://ted.com/talks/lucy_hone_3_secrets_of_resilient_people,August,2019
The restorative potential of nature's beauty,Louie Schwartzberg,23000,716,https://ted.com/talks/louie_schwartzberg_the_restorative_potential_of_nature_s_beauty,June,2020
"""All Together Now""", OK Go,8700,261,https://ted.com/talks/ok_go_all_together_now,April,2020
How drawing can set you free,Shantell Martin,2100000,65000,https://ted.com/talks/shantell_martin_how_drawing_can_set_you_free,May,2020
What tech companies know about your kids,Veronica Barassi,2000000,60000,https://ted.com/talks/veronica_barassi_what_tech_companies_know_about_your_kids,November,2019
Which voting system is the best?,Alex Gendler,856000,25000,https://ted.com/talks/alex_gendler_which_voting_system_is_the_best,June,2020
How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,2200000,66000,https://ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action,December,2019
"The difference between being ""not racist"" and antiracist",Ibram X. Kendi,2800000,86000,https://ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist,May,2020
We need to green the economy while restarting it,Nigel Topping,1900000,57000,https://ted.com/talks/nigel_topping_we_need_to_green_the_economy_while_restarting_it,May,2020
How flags unite (and divide) us,Michael Green,297000,8900,https://ted.com/talks/michael_green_how_flags_unite_and_divide_us,November,2019
What can DNA tests really tell us about our ancestry?,Prosanta Chakrabarty,987000,29000,https://ted.com/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry,June,2020
The bill has come due for the US's history of racism,Dr. Phillip Atiba Goff,177000,5300,https://ted.com/talks/dr_phillip_atiba_goff_the_bill_has_come_due_for_the_us_s_history_of_racism,June,2020
How to channel your presence and energy into ending injustice,Rashad Robinson,180000,5400,https://ted.com/talks/rashad_robinson_how_to_channel_your_presence_and_energy_into_ending_injustice,June,2020
The US needs a radical revolution of values,Dr. Bernice King,1200000,37000,https://ted.com/talks/dr_bernice_king_the_us_needs_a_radical_revolution_of_values,June,2020
The ACLU's call to defund the police,Anthony D. Romero,128000,3800,https://ted.com/talks/anthony_d_romero_the_aclu_s_call_to_defund_the_police,June,2020
How to see more and care less: The art of Georgia O'Keeffe,Iseult Gillespie,364000,10000,https://ted.com/talks/iseult_gillespie_how_to_see_more_and_care_less_the_art_of_georgia_o_keeffe,June,2020
The economic benefits of climate action ,Marcelo Mena,243000,7200,https://ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action,May,2020
5 steps to remove yourself from drama at work,Anastasia Penright,2400000,73000,https://ted.com/talks/anastasia_penright_5_steps_to_remove_yourself_from_drama_at_work,February,2020
How to recognize your white privilege — and use it to fight inequality,Peggy McIntosh,431000,12000,https://ted.com/talks/peggy_mcintosh_how_to_recognize_your_white_privilege_and_use_it_to_fight_inequality,October,2012
A day in the life of a Peruvian shaman,Gabriel Prieto,709000,21000,https://ted.com/talks/gabriel_prieto_a_day_in_the_life_of_a_peruvian_shaman,June,2020
The path to ending systemic racism in the US,"Dr. Phillip Atiba Goff, Rashad Robinson, Dr. Bernice King, Anthony D. Romero",2500000,75000,https://ted.com/talks/dr_phillip_atiba_goff_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us,June,2020
We need to address the real roots of racial violence,Megan Ming Francis,1300000,41000,https://ted.com/talks/megan_ming_francis_we_need_to_address_the_real_roots_of_racial_violence,November,2015
How complex global organizations are adapting to our new reality,Sunil Prashara,8800,265,https://ted.com/talks/sunil_prashara_how_complex_global_organizations_are_adapting_to_our_new_reality,May,2020
How tech companies can help combat the pandemic and reshape public health,Karen DeSalvo,333000,9900,https://ted.com/talks/karen_desalvo_how_tech_companies_can_help_combat_the_pandemic_and_reshape_public_health,May,2020
"The link between climate change, health and poverty",Cheryl Holder,291000,8700,https://ted.com/talks/cheryl_holder_the_link_between_climate_change_health_and_poverty,March,2020
How to quickly scale up contact tracing across the US,Joia Mukherjee,341000,10000,https://ted.com/talks/joia_mukherjee_how_to_quickly_scale_up_contact_tracing_across_the_us,May,2020
How to support witnesses of harassment and build healthier workplaces,Julia Shaw,1800000,56000,https://ted.com/talks/julia_shaw_how_to_support_witnesses_of_harassment_and_build_healthier_workplaces,December,2019
When is a pandemic over?,Alex Rosenthal,7000000,211000,https://ted.com/talks/alex_rosenthal_when_is_a_pandemic_over,June,2020
"The new jobs of the future, and other insights on the changing workforce",Ben Pring,43000,1300,https://ted.com/talks/ben_pring_the_new_jobs_of_the_future_and_other_insights_on_the_changing_workforce,May,2020
The true cost of financial dependence,Estelle Gibson,2200000,67000,https://ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence,October,2019
"""Beautifully Out of Place""",Sierra Hull,9300,281,https://ted.com/talks/sierra_hull_beautifully_out_of_place,April,2020
The case for vermicomposting,David Witzeneder,8700,263,https://ted.com/talks/david_witzeneder_the_case_for_vermicomposting,March,2019
"What COVID-19 means for the future of commerce, capitalism and cash",Dan Schulman,422000,12000,https://ted.com/talks/dan_schulman_what_covid_19_means_for_the_future_of_commerce_capitalism_and_cash,May,2020
My story of love and loss as a transracial adoptee,Sara Jones,2000000,61000,https://ted.com/talks/sara_jones_my_story_of_love_and_loss_as_a_transracial_adoptee,September,2019
What is phantom traffic and why is it ruining your life?,Benjamin Seibold,580000,17000,https://ted.com/talks/benjamin_seibold_what_is_phantom_traffic_and_why_is_it_ruining_your_life,May,2020
Autofocusing reading glasses of the future,Nitish Padmanaban,2200000,66000,https://ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future,November,2019
How to raise kids who can overcome anxiety,Anne Marie Albano,501000,15000,https://ted.com/talks/anne_marie_albano_how_to_raise_kids_who_can_overcome_anxiety,March,2020
The secret weapon against pandemics,Georges C. Benjamin,1800000,56000,https://ted.com/talks/georges_c_benjamin_the_secret_weapon_against_pandemics,May,2020
"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy",Uri Alon,2100000,64000,https://ted.com/talks/uri_alon_a_covid_19_exit_strategy_to_end_lockdown_and_reopen_the_economy,May,2020
"Why should you read ""Moby Dick""?",Sascha Morrell,702000,21000,https://ted.com/talks/sascha_morrell_why_should_you_read_moby_dick,May,2020
Let's make the world wild again,Kristine Tompkins,2200000,66000,https://ted.com/talks/kristine_tompkins_let_s_make_the_world_wild_again,April,2020
How the US can address the tragedy of veteran suicide,Charles P. Smith,2100000,63000,https://ted.com/talks/charles_p_smith_how_the_us_can_address_the_tragedy_of_veteran_suicide,February,2020
How do ventilators work?,Alex Gendler,2300000,70000,https://ted.com/talks/alex_gendler_how_do_ventilators_work,May,2020
How to meaningfully reconnect with those who have dementia,Anne Basting,302000,9000,https://ted.com/talks/anne_basting_how_to_meaningfully_reconnect_with_those_who_have_dementia,March,2020
Are we interrupting the kinky sex lives of fish?,Marah J. Hardt,1900000,59000,https://ted.com/talks/marah_j_hardt_are_we_interrupting_the_kinky_sex_lives_of_fish,November,2019
How to rebuild the global economy,Kristalina Georgieva,298000,8900,https://ted.com/talks/kristalina_georgieva_how_to_rebuild_the_global_economy,May,2020
Can you solve the world's most evil wizard riddle?,Dan Finkel,1900000,57000,https://ted.com/talks/dan_finkel_can_you_solve_the_world_s_most_evil_wizard_riddle,May,2020
Can we edit memories?,Amy Milton,2300000,70000,https://ted.com/talks/amy_milton_can_we_edit_memories,March,2019
How literature can help us develop empathy,Beth Ann Fennelly,127000,3800,https://ted.com/talks/beth_ann_fennelly_how_literature_can_help_us_develop_empathy,March,2020
How do you know if you have a virus?,Cella Wright,661000,19000,https://ted.com/talks/cella_wright_how_do_you_know_if_you_have_a_virus,May,2020
"To overcome challenges, stop comparing yourself to others",Dean Furness,3500000,105000,https://ted.com/talks/dean_furness_to_overcome_challenges_stop_comparing_yourself_to_others,February,2020
The language of being human,Poet Ali,773000,23000,https://ted.com/talks/poet_ali_the_language_of_being_human,July,2019
What is a coronavirus?,Elizabeth Cox,2100000,64000,https://ted.com/talks/elizabeth_cox_what_is_a_coronavirus,May,2020
Restoring human dignity at the US southern border,Norma Pimentel,1400000,42000,https://ted.com/talks/norma_pimentel_restoring_human_dignity_at_the_us_southern_border,December,2019
"An ER doctor on triaging your ""crazy busy"" life",Darria Long,2500000,75000,https://ted.com/talks/darria_long_an_er_doctor_on_triaging_your_crazy_busy_life,November,2019
A day in the life of an Aztec midwife,Kay Read,1100000,33000,https://ted.com/talks/kay_read_a_day_in_the_life_of_an_aztec_midwife,May,2020
The US is addicted to incarceration. Here's how to break the cycle,Robin Steinberg and Manoush Zomorodi,1900000,57000,https://ted.com/talks/robin_steinberg_and_manoush_zomorodi_the_us_is_addicted_to_incarceration_here_s_how_to_break_the_cycle,December,2019
Self-compassion for the self-critical,Checking In with Susan David,10000,305,https://ted.com/talks/checking_in_with_susan_david_self_compassion_for_the_self_critical,May,2020
Why students should have mental health days,Hailey Hardcastle,3000000,92000,https://ted.com/talks/hailey_hardcastle_why_students_should_have_mental_health_days,January,2020
Erotismo en la vejez,Ricardo Iacub,842000,25000,https://ted.com/talks/ricardo_iacub_erotismo_en_la_vejez,August,2014
A virus detection network to stop the next pandemic,Pardis Sabeti and Christian Happi,1800000,56000,https://ted.com/talks/pardis_sabeti_and_christian_happi_a_virus_detection_network_to_stop_the_next_pandemic,April,2020
How American and Chinese values shaped the coronavirus response,Huang Hung,2200000,66000,https://ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response,April,2020
"What causes opioid addiction, and why is it so tough to combat?",Mike Davis,2000000,62000,https://ted.com/talks/mike_davis_what_causes_opioid_addiction_and_why_is_it_so_tough_to_combat,May,2020
What you need to know about face surveillance,Kade Crockford,2100000,63000,https://ted.com/talks/kade_crockford_what_you_need_to_know_about_face_surveillance,November,2019
The cost of work stress — and how to reduce it,Rob Cooke,2600000,79000,https://ted.com/talks/rob_cooke_the_cost_of_work_stress_and_how_to_reduce_it,February,2020
Which is better: Soap or hand sanitizer?,Alex Rosenthal and Pall Thordarson,4900000,148000,https://ted.com/talks/alex_rosenthal_and_pall_thordarson_which_is_better_soap_or_hand_sanitizer,May,2020
The mental health benefits of storytelling for health care workers,Laurel Braitman,1800000,56000,https://ted.com/talks/laurel_braitman_the_mental_health_benefits_of_storytelling_for_health_care_workers,April,2019
How we're using AI to discover new antibiotics,Jim Collins,1900000,58000,https://ted.com/talks/jim_collins_how_we_re_using_ai_to_discover_new_antibiotics,April,2020
What really happened during the Salem Witch Trials,Brian A. Pavlac,4800000,146000,https://ted.com/talks/brian_a_pavlac_what_really_happened_during_the_salem_witch_trials,May,2020
"A new way to ""grow"" islands and coastlines",Skylar Tibbits,283000,8500,https://ted.com/talks/skylar_tibbits_a_new_way_to_grow_islands_and_coastlines,April,2019
This sea creature breathes through its butt,Cella Wright,384000,11000,https://ted.com/talks/cella_wright_this_sea_creature_breathes_through_its_butt,April,2020
The electrifying speeches of Sojourner Truth,Daina Ramey Berry,352000,10000,https://ted.com/talks/daina_ramey_berry_the_electrifying_speeches_of_sojourner_truth,April,2020
